cohort,set,gene,measured,clean_member,exclusion_set
GSE17538,ferroptosis,MYLK3,True,True,OX6_fixed
GSE17538,ferroptosis,MYSM1,True,True,OX6_fixed
GSE17538,ferroptosis,MZF1,True,True,OX6_fixed
GSE17538,ferroptosis,MiR-19b-3p,False,False,OX6_fixed
GSE17538,ferroptosis,MiR-706,False,False,OX6_fixed
GSE17538,ferroptosis,NAA10,True,True,OX6_fixed
GSE17538,ferroptosis,NADK,True,True,OX6_fixed
GSE17538,ferroptosis,NAMPT,True,True,OX6_fixed
GSE17538,ferroptosis,NAT10,True,True,OX6_fixed
GSE17538,ferroptosis,NCF2,True,True,OX6_fixed
GSE17538,ferroptosis,NCOA3,True,True,OX6_fixed
GSE17538,ferroptosis,NCOA4,True,True,OX6_fixed
GSE17538,ferroptosis,NDFIP1,True,True,OX6_fixed
GSE17538,ferroptosis,NDRG1,True,True,OX6_fixed
GSE17538,ferroptosis,NDRG2,True,True,OX6_fixed
GSE17538,ferroptosis,NDUFA4,True,True,OX6_fixed
GSE17538,ferroptosis,NDUFS3,True,True,OX6_fixed
GSE17538,ferroptosis,NDUFS4,True,True,OX6_fixed
GSE17538,ferroptosis,NEAT1,True,True,OX6_fixed
GSE17538,ferroptosis,NEAT1_1,False,False,OX6_fixed
GSE17538,ferroptosis,NEDD4,True,True,OX6_fixed
GSE17538,ferroptosis,NEDD4L,True,True,OX6_fixed
GSE17538,ferroptosis,NEK2,True,True,OX6_fixed
GSE17538,ferroptosis,NEUROD1,True,True,OX6_fixed
GSE17538,ferroptosis,NF2,True,True,OX6_fixed
GSE17538,ferroptosis,NFE2L1,True,True,OX6_fixed
GSE17538,ferroptosis,NFE2L2,True,True,OX6_fixed
GSE17538,ferroptosis,NFKB2,True,True,OX6_fixed
GSE17538,ferroptosis,NFS1,True,True,OX6_fixed
GSE17538,ferroptosis,NFYA,True,True,OX6_fixed
GSE17538,ferroptosis,NGB,True,True,OX6_fixed
GSE17538,ferroptosis,NHLRC1,False,False,OX6_fixed
GSE17538,ferroptosis,NINJ1,True,True,OX6_fixed
GSE17538,ferroptosis,NKAP,True,True,OX6_fixed
GSE17538,ferroptosis,NLRP3,True,True,OX6_fixed
GSE17538,ferroptosis,NLRP6,True,True,OX6_fixed
GSE17538,ferroptosis,NMDAR,False,False,OX6_fixed
GSE17538,ferroptosis,NNMT,True,True,OX6_fixed
GSE17538,ferroptosis,NOD1,True,True,OX6_fixed
GSE17538,ferroptosis,NODAL,True,True,OX6_fixed
GSE17538,ferroptosis,NORAD,True,True,OX6_fixed
GSE17538,ferroptosis,NOS2,True,True,OX6_fixed
GSE17538,ferroptosis,NOTCH3,True,True,OX6_fixed
GSE17538,ferroptosis,NOX1,True,True,OX6_fixed
GSE17538,ferroptosis,NOX3,True,True,OX6_fixed
GSE17538,ferroptosis,NOX4,True,True,OX6_fixed
GSE17538,ferroptosis,NOX5,True,True,OX6_fixed
GSE17538,ferroptosis,NPC1,True,True,OX6_fixed
GSE17538,ferroptosis,NPM1,True,True,OX6_fixed
GSE17538,ferroptosis,NPR1,True,True,OX6_fixed
GSE17538,ferroptosis,NQO1,True,True,OX6_fixed
GSE17538,ferroptosis,NR0B1,True,True,OX6_fixed
GSE17538,ferroptosis,NR1D1,True,True,OX6_fixed
GSE17538,ferroptosis,NR1D2,True,True,OX6_fixed
GSE17538,ferroptosis,NR1H4,True,True,OX6_fixed
GSE17538,ferroptosis,NR2F2,True,True,OX6_fixed
GSE17538,ferroptosis,NR4A1,True,True,OX6_fixed
GSE17538,ferroptosis,NR5A2,True,True,OX6_fixed
GSE17538,ferroptosis,NRAS,True,True,OX6_fixed
GSE17538,ferroptosis,NSUN2,True,True,OX6_fixed
GSE17538,ferroptosis,NSUN5,True,True,OX6_fixed
GSE17538,ferroptosis,NT5DC2,True,True,OX6_fixed
GSE17538,ferroptosis,NTN1,True,True,OX6_fixed
GSE17538,ferroptosis,NTRK2,True,True,OX6_fixed
GSE17538,ferroptosis,NUAK2,True,True,OX6_fixed
GSE17538,ferroptosis,NUDT16L1,True,True,OX6_fixed
GSE17538,ferroptosis,NUP62,True,True,OX6_fixed
GSE17538,ferroptosis,NUPR1,True,True,OX6_fixed
GSE17538,ferroptosis,Novel-3,False,False,OX6_fixed
GSE17538,ferroptosis,OGFRP1,True,True,OX6_fixed
GSE17538,ferroptosis,OGT,True,True,OX6_fixed
GSE17538,ferroptosis,OIP5-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,OMA1,True,True,OX6_fixed
GSE17538,ferroptosis,OPA1,True,True,OX6_fixed
GSE17538,ferroptosis,OPRM1,True,True,OX6_fixed
GSE17538,ferroptosis,ORC1,True,True,OX6_fixed
GSE17538,ferroptosis,ORMDL3,True,True,OX6_fixed
GSE17538,ferroptosis,OSBPL9,True,True,OX6_fixed
GSE17538,ferroptosis,OSGIN1,True,True,OX6_fixed
GSE17538,ferroptosis,OTUB1,True,True,OX6_fixed
GSE17538,ferroptosis,OTUD3,True,True,OX6_fixed
GSE17538,ferroptosis,OTUD4,True,True,OX6_fixed
GSE17538,ferroptosis,OTUD5,True,True,OX6_fixed
GSE17538,ferroptosis,OTUD6B-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,OXSR1,True,True,OX6_fixed
GSE17538,ferroptosis,OsFER2,False,False,OX6_fixed
GSE17538,ferroptosis,P2RX7,True,True,OX6_fixed
GSE17538,ferroptosis,P4HA1,True,True,OX6_fixed
GSE17538,ferroptosis,P4HB,True,True,OX6_fixed
GSE17538,ferroptosis,P66Shc,False,False,OX6_fixed
GSE17538,ferroptosis,PADI4,True,True,OX6_fixed
GSE17538,ferroptosis,PAFAH2,True,True,OX6_fixed
GSE17538,ferroptosis,PAN2,True,True,OX6_fixed
GSE17538,ferroptosis,PANX1,True,True,OX6_fixed
GSE17538,ferroptosis,PANX2,True,True,OX6_fixed
GSE17538,ferroptosis,PAQR3,True,True,OX6_fixed
GSE17538,ferroptosis,PARK7,True,True,OX6_fixed
GSE17538,ferroptosis,PARL,True,True,OX6_fixed
GSE17538,ferroptosis,PARP1,True,True,OX6_fixed
GSE17538,ferroptosis,PARP10,True,True,OX6_fixed
GSE17538,ferroptosis,PARP11,True,True,OX6_fixed
GSE17538,ferroptosis,PARP12,True,True,OX6_fixed
GSE17538,ferroptosis,PARP14,True,True,OX6_fixed
GSE17538,ferroptosis,PARP15,True,True,OX6_fixed
GSE17538,ferroptosis,PARP16,True,True,OX6_fixed
GSE17538,ferroptosis,PARP2,True,True,OX6_fixed
GSE17538,ferroptosis,PARP3,True,True,OX6_fixed
GSE17538,ferroptosis,PARP4,True,True,OX6_fixed
GSE17538,ferroptosis,PARP6,True,True,OX6_fixed
GSE17538,ferroptosis,PARP8,True,True,OX6_fixed
GSE17538,ferroptosis,PARP9,True,True,OX6_fixed
GSE17538,ferroptosis,PART1,True,True,OX6_fixed
GSE17538,ferroptosis,PAWR,True,True,OX6_fixed
GSE17538,ferroptosis,PAX8,True,True,OX6_fixed
GSE17538,ferroptosis,PCAT1,False,False,OX6_fixed
GSE17538,ferroptosis,PCBP1,True,True,OX6_fixed
GSE17538,ferroptosis,PCBP2,True,True,OX6_fixed
GSE17538,ferroptosis,PCDH7,True,True,OX6_fixed
GSE17538,ferroptosis,PCDHB14,True,True,OX6_fixed
GSE17538,ferroptosis,PCK2,True,True,OX6_fixed
GSE17538,ferroptosis,PCSK9,True,True,OX6_fixed
GSE17538,ferroptosis,PCYT1A,True,True,OX6_fixed
GSE17538,ferroptosis,PDCD4,True,True,OX6_fixed
GSE17538,ferroptosis,PDE4A,True,True,OX6_fixed
GSE17538,ferroptosis,PDE4B,True,True,OX6_fixed
GSE17538,ferroptosis,PDE4C,True,True,OX6_fixed
GSE17538,ferroptosis,PDE4D,True,True,OX6_fixed
GSE17538,ferroptosis,PDGFRA,True,True,OX6_fixed
GSE17538,ferroptosis,PDGFRB,True,True,OX6_fixed
GSE17538,ferroptosis,PDIA2,True,True,OX6_fixed
GSE17538,ferroptosis,PDIA4,True,True,OX6_fixed
GSE17538,ferroptosis,PDK4,True,True,OX6_fixed
GSE17538,ferroptosis,PDLIM3,True,True,OX6_fixed
GSE17538,ferroptosis,PDP2,True,True,OX6_fixed
GSE17538,ferroptosis,PDSS2,True,True,OX6_fixed
GSE17538,ferroptosis,PEBP1,True,True,OX6_fixed
GSE17538,ferroptosis,PEDS1,False,False,OX6_fixed
GSE17538,ferroptosis,PELATON,False,False,OX6_fixed
GSE17538,ferroptosis,PER1,True,True,OX6_fixed
GSE17538,ferroptosis,PER2,True,True,OX6_fixed
GSE17538,ferroptosis,PEX10,True,True,OX6_fixed
GSE17538,ferroptosis,PEX12,True,True,OX6_fixed
GSE17538,ferroptosis,PEX14,True,True,OX6_fixed
GSE17538,ferroptosis,PEX2,True,True,OX6_fixed
GSE17538,ferroptosis,PEX3,True,True,OX6_fixed
GSE17538,ferroptosis,PEX6,True,True,OX6_fixed
GSE17538,ferroptosis,PFKFB2,True,True,OX6_fixed
GSE17538,ferroptosis,PGAM1,True,True,OX6_fixed
GSE17538,ferroptosis,PGAM5,True,False,OX6_fixed
GSE17538,ferroptosis,PGD,True,True,OX6_fixed
GSE17538,ferroptosis,PGM5P3-AS1,False,False,OX6_fixed
GSE17538,ferroptosis,PGRMC1,True,True,OX6_fixed
GSE17538,ferroptosis,PHF21A,True,True,OX6_fixed
GSE17538,ferroptosis,PHGDH,True,True,OX6_fixed
GSE17538,ferroptosis,PHKG2,True,True,OX6_fixed
GSE17538,ferroptosis,PI3K,False,False,OX6_fixed
GSE17538,ferroptosis,PIAS3,True,True,OX6_fixed
GSE17538,ferroptosis,PIEZO1,True,True,OX6_fixed
GSE17538,ferroptosis,PIK3CA,True,True,OX6_fixed
GSE17538,ferroptosis,PIM1,True,True,OX6_fixed
GSE17538,ferroptosis,PIM3,True,True,OX6_fixed
GSE17538,ferroptosis,PINK1,True,True,OX6_fixed
GSE17538,ferroptosis,PIR,True,True,OX6_fixed
GSE17538,ferroptosis,PITX2,True,True,OX6_fixed
GSE17538,ferroptosis,PKM,True,True,OX6_fixed
GSE17538,ferroptosis,PKM2,False,False,OX6_fixed
GSE17538,ferroptosis,PLA2G6,True,True,OX6_fixed
GSE17538,ferroptosis,PLA2G7,True,True,OX6_fixed
GSE17538,ferroptosis,PLAG1,True,True,OX6_fixed
GSE17538,ferroptosis,PLIN2,True,True,OX6_fixed
GSE17538,ferroptosis,PLIN4,True,True,OX6_fixed
GSE17538,ferroptosis,PLIN5,True,True,OX6_fixed
GSE17538,ferroptosis,PLK1,True,True,OX6_fixed
GSE17538,ferroptosis,PLPP1,True,True,OX6_fixed
GSE17538,ferroptosis,PLTP,True,True,OX6_fixed
GSE17538,ferroptosis,PML,True,True,OX6_fixed
GSE17538,ferroptosis,PNO1,True,True,OX6_fixed
GSE17538,ferroptosis,POLE2,True,True,OX6_fixed
GSE17538,ferroptosis,POLQ,True,True,OX6_fixed
GSE17538,ferroptosis,POM121L12,True,True,OX6_fixed
GSE17538,ferroptosis,POMC,True,True,OX6_fixed
GSE17538,ferroptosis,POR,True,True,OX6_fixed
GSE17538,ferroptosis,POU2F2,True,True,OX6_fixed
GSE17538,ferroptosis,POU6F1,True,True,OX6_fixed
GSE17538,ferroptosis,PPARA,True,True,OX6_fixed
GSE17538,ferroptosis,PPARD,True,True,OX6_fixed
GSE17538,ferroptosis,PPARG,True,True,OX6_fixed
GSE17538,ferroptosis,PPARGC1A,True,True,OX6_fixed
GSE17538,ferroptosis,PPM1K,True,True,OX6_fixed
GSE17538,ferroptosis,PPP1R13L,True,True,OX6_fixed
GSE17538,ferroptosis,PPP2R2B,True,True,OX6_fixed
GSE17538,ferroptosis,PPT1,True,True,OX6_fixed
GSE17538,ferroptosis,PRDM1,True,True,OX6_fixed
GSE17538,ferroptosis,PRDM16,True,True,OX6_fixed
GSE17538,ferroptosis,PRDX1,True,True,OX6_fixed
GSE17538,ferroptosis,PRDX2,True,True,OX6_fixed
GSE17538,ferroptosis,PRDX3,True,True,OX6_fixed
GSE17538,ferroptosis,PRDX4,True,True,OX6_fixed
GSE17538,ferroptosis,PRDX6,True,True,OX6_fixed
GSE17538,ferroptosis,PRKAA1,True,True,OX6_fixed
GSE17538,ferroptosis,PRKAA2,True,True,OX6_fixed
GSE17538,ferroptosis,PRKCA,True,True,OX6_fixed
GSE17538,ferroptosis,PRKCB,True,True,OX6_fixed
GSE17538,ferroptosis,PRKCG,True,True,OX6_fixed
GSE17538,ferroptosis,PRKD1,True,True,OX6_fixed
GSE17538,ferroptosis,PRKD2,True,True,OX6_fixed
GSE17538,ferroptosis,PRMT1,True,True,OX6_fixed
GSE17538,ferroptosis,PRMT2,True,True,OX6_fixed
GSE17538,ferroptosis,PRMT5,True,True,OX6_fixed
GSE17538,ferroptosis,PRMT7,True,True,OX6_fixed
GSE17538,ferroptosis,PRMT8,True,True,OX6_fixed
GSE17538,ferroptosis,PRMT9,True,True,OX6_fixed
GSE17538,ferroptosis,PRNP,True,True,OX6_fixed
GSE17538,ferroptosis,PRODH,True,True,OX6_fixed
GSE17538,ferroptosis,PROK2,True,True,OX6_fixed
GSE17538,ferroptosis,PROM2,True,True,OX6_fixed
GSE17538,ferroptosis,PROX1,True,True,OX6_fixed
GSE17538,ferroptosis,PRR11,True,True,OX6_fixed
GSE17538,ferroptosis,PRR5,True,True,OX6_fixed
GSE17538,ferroptosis,PRRX2,True,True,OX6_fixed
GSE17538,ferroptosis,PSAT1,True,True,OX6_fixed
GSE17538,ferroptosis,PSEN1,True,True,OX6_fixed
GSE17538,ferroptosis,PSEN2,True,True,OX6_fixed
GSE17538,ferroptosis,PSTK,True,True,OX6_fixed
GSE17538,ferroptosis,PTBP1,True,True,OX6_fixed
GSE17538,ferroptosis,PTEN,True,True,OX6_fixed
GSE17538,ferroptosis,PTGER1,True,True,OX6_fixed
GSE17538,ferroptosis,PTGER3,True,True,OX6_fixed
GSE17538,ferroptosis,PTGES2,True,True,OX6_fixed
GSE17538,ferroptosis,PTGS2,True,True,OX6_fixed
GSE17538,ferroptosis,PTPMT1,True,True,OX6_fixed
GSE17538,ferroptosis,PTPN11,True,True,OX6_fixed
GSE17538,ferroptosis,PTPN18,True,True,OX6_fixed
GSE17538,ferroptosis,PTPN6,True,True,OX6_fixed
GSE17538,ferroptosis,PTPRC,True,True,OX6_fixed
GSE17538,ferroptosis,PTPRG-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,PUM2,True,True,OX6_fixed
GSE17538,ferroptosis,PVT1,True,True,OX6_fixed
GSE17538,ferroptosis,PWAR1,False,False,OX6_fixed
GSE17538,ferroptosis,PYCR1,True,True,OX6_fixed
GSE17538,ferroptosis,QSOX1,True,True,OX6_fixed
GSE17538,ferroptosis,RAB17,True,True,OX6_fixed
GSE17538,ferroptosis,RAB26,True,True,OX6_fixed
GSE17538,ferroptosis,RACK1,True,True,OX6_fixed
GSE17538,ferroptosis,RAP1GDS1,True,True,OX6_fixed
GSE17538,ferroptosis,RAPGEF3,True,True,OX6_fixed
GSE17538,ferroptosis,RARRES2,True,True,OX6_fixed
GSE17538,ferroptosis,RB1,True,True,OX6_fixed
GSE17538,ferroptosis,RB1CC1,True,True,OX6_fixed
GSE17538,ferroptosis,RBBP6,True,True,OX6_fixed
GSE17538,ferroptosis,RBM15,True,True,OX6_fixed
GSE17538,ferroptosis,RBM24,True,True,OX6_fixed
GSE17538,ferroptosis,RBM3,True,True,OX6_fixed
GSE17538,ferroptosis,RBMS1,True,True,OX6_fixed
GSE17538,ferroptosis,REEP6,True,True,OX6_fixed
GSE17538,ferroptosis,RELA,True,True,OX6_fixed
GSE17538,ferroptosis,REST,True,True,OX6_fixed
GSE17538,ferroptosis,RFNG,True,True,OX6_fixed
GSE17538,ferroptosis,RFX1,True,True,OX6_fixed
GSE17538,ferroptosis,RGMB-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,RGS2,True,True,OX6_fixed
GSE17538,ferroptosis,RGS4,True,True,OX6_fixed
GSE17538,ferroptosis,RHEBP1,False,False,OX6_fixed
GSE17538,ferroptosis,RICTOR,True,True,OX6_fixed
GSE17538,ferroptosis,RIPK1,True,True,OX6_fixed
GSE17538,ferroptosis,RIPK3,True,True,OX6_fixed
GSE17538,ferroptosis,RIPK4,True,True,OX6_fixed
GSE17538,ferroptosis,RNA_0025843,False,False,OX6_fixed
GSE17538,ferroptosis,RND1,True,True,OX6_fixed
GSE17538,ferroptosis,RNF113A,True,True,OX6_fixed
GSE17538,ferroptosis,RNF126,True,True,OX6_fixed
GSE17538,ferroptosis,RNF25,True,True,OX6_fixed
GSE17538,ferroptosis,ROR1-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,RPL8,True,True,OX6_fixed
GSE17538,ferroptosis,RPLP2,True,True,OX6_fixed
GSE17538,ferroptosis,RPRM,True,True,OX6_fixed
GSE17538,ferroptosis,RPTOR,True,True,OX6_fixed
GSE17538,ferroptosis,RRAD,True,True,OX6_fixed
GSE17538,ferroptosis,RRM1,True,True,OX6_fixed
GSE17538,ferroptosis,RRM2,True,True,OX6_fixed
GSE17538,ferroptosis,RSL1D1,True,True,OX6_fixed
GSE17538,ferroptosis,RUNX3,True,True,OX6_fixed
GSE17538,ferroptosis,RXRG,True,True,OX6_fixed
GSE17538,ferroptosis,S100A8,True,True,OX6_fixed
GSE17538,ferroptosis,SAT1,True,True,OX6_fixed
GSE17538,ferroptosis,SATB1,True,True,OX6_fixed
GSE17538,ferroptosis,SCARA5,True,True,OX6_fixed
GSE17538,ferroptosis,SCD,True,True,OX6_fixed
GSE17538,ferroptosis,SCD1,False,False,OX6_fixed
GSE17538,ferroptosis,SCD5,True,True,OX6_fixed
GSE17538,ferroptosis,SCGB1A1,True,True,OX6_fixed
GSE17538,ferroptosis,SCP2,True,True,OX6_fixed
GSE17538,ferroptosis,SDCBP2-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,SDHA,True,True,OX6_fixed
GSE17538,ferroptosis,SDHB,True,True,OX6_fixed
GSE17538,ferroptosis,SDHC,True,True,OX6_fixed
GSE17538,ferroptosis,SDHD,True,True,OX6_fixed
GSE17538,ferroptosis,SEC24B,True,True,OX6_fixed
GSE17538,ferroptosis,SEH1L,True,True,OX6_fixed
GSE17538,ferroptosis,SELENBP1,True,True,OX6_fixed
GSE17538,ferroptosis,SELENOI,False,False,OX6_fixed
GSE17538,ferroptosis,SELENOK,False,False,OX6_fixed
GSE17538,ferroptosis,SELENOP,False,False,OX6_fixed
GSE17538,ferroptosis,SELENOS,False,False,OX6_fixed
GSE17538,ferroptosis,SENP1,True,True,OX6_fixed
GSE17538,ferroptosis,SENP3,True,True,OX6_fixed
GSE17538,ferroptosis,SERPINF1,True,True,OX6_fixed
GSE17538,ferroptosis,SESN1,True,True,OX6_fixed
GSE17538,ferroptosis,SESN2,True,True,OX6_fixed
GSE17538,ferroptosis,SETD1A,True,True,OX6_fixed
GSE17538,ferroptosis,SETD1B,True,True,OX6_fixed
GSE17538,ferroptosis,SETD2,True,True,OX6_fixed
GSE17538,ferroptosis,SETD7,True,True,OX6_fixed
GSE17538,ferroptosis,SF3B1,True,True,OX6_fixed
GSE17538,ferroptosis,SGK1,True,True,OX6_fixed
GSE17538,ferroptosis,SGK2,True,True,OX6_fixed
GSE17538,ferroptosis,SHARPIN,True,True,OX6_fixed
GSE17538,ferroptosis,SHP-1,False,False,OX6_fixed
GSE17538,ferroptosis,SIAH2,True,True,OX6_fixed
GSE17538,ferroptosis,SIRT1,True,True,OX6_fixed
GSE17538,ferroptosis,SIRT2,True,True,OX6_fixed
GSE17538,ferroptosis,SIRT3,True,True,OX6_fixed
GSE17538,ferroptosis,SIRT4,True,True,OX6_fixed
GSE17538,ferroptosis,SIRT5,True,True,OX6_fixed
GSE17538,ferroptosis,SIRT6,True,True,OX6_fixed
GSE17538,ferroptosis,SIRT7,True,True,OX6_fixed
GSE17538,ferroptosis,SKP2,True,True,OX6_fixed
GSE17538,ferroptosis,SLAMF8,True,True,OX6_fixed
GSE17538,ferroptosis,SLC11A2,True,True,OX6_fixed
GSE17538,ferroptosis,SLC12A5,True,True,OX6_fixed
GSE17538,ferroptosis,SLC13A3,True,True,OX6_fixed
GSE17538,ferroptosis,SLC16A1,True,True,OX6_fixed
GSE17538,ferroptosis,SLC16A1-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,SLC16A3,True,True,OX6_fixed
GSE17538,ferroptosis,SLC1A4,True,True,OX6_fixed
GSE17538,ferroptosis,SLC1A5,True,True,OX6_fixed
GSE17538,ferroptosis,SLC25A11,True,True,OX6_fixed
GSE17538,ferroptosis,SLC25A22,True,True,OX6_fixed
GSE17538,ferroptosis,SLC25A28,True,True,OX6_fixed
GSE17538,ferroptosis,SLC25A37,True,True,OX6_fixed
GSE17538,ferroptosis,SLC27A4,True,True,OX6_fixed
GSE17538,ferroptosis,SLC27A5,True,True,OX6_fixed
GSE17538,ferroptosis,SLC2A1,True,True,OX6_fixed
GSE17538,ferroptosis,SLC2A12,True,True,OX6_fixed
GSE17538,ferroptosis,SLC2A14,True,True,OX6_fixed
GSE17538,ferroptosis,SLC2A3,True,True,OX6_fixed
GSE17538,ferroptosis,SLC2A6,True,True,OX6_fixed
GSE17538,ferroptosis,SLC2A8,True,True,OX6_fixed
GSE17538,ferroptosis,SLC35F2,True,True,OX6_fixed
GSE17538,ferroptosis,SLC38A1,True,True,OX6_fixed
GSE17538,ferroptosis,SLC38A2,True,True,OX6_fixed
GSE17538,ferroptosis,SLC38A5,True,True,OX6_fixed
GSE17538,ferroptosis,SLC39A14,True,True,OX6_fixed
GSE17538,ferroptosis,SLC39A7,True,True,OX6_fixed
GSE17538,ferroptosis,SLC39A8,True,True,OX6_fixed
GSE17538,ferroptosis,SLC3A2,True,True,OX6_fixed
GSE17538,ferroptosis,SLC40A1,True,True,OX6_fixed
GSE17538,ferroptosis,SLC43A2,True,True,OX6_fixed
GSE17538,ferroptosis,SLC47A1,True,True,OX6_fixed
GSE17538,ferroptosis,SLC6A14,True,True,OX6_fixed
GSE17538,ferroptosis,SLC7A11,True,True,OX6_fixed
GSE17538,ferroptosis,SLC7A11-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,SLC7A5,True,True,OX6_fixed
GSE17538,ferroptosis,SMAD3,True,True,OX6_fixed
GSE17538,ferroptosis,SMAD4,True,True,OX6_fixed
GSE17538,ferroptosis,SMAD7,True,True,OX6_fixed
GSE17538,ferroptosis,SMARCA2,True,True,OX6_fixed
GSE17538,ferroptosis,SMARCA4,True,True,OX6_fixed
GSE17538,ferroptosis,SMARCB1,True,True,OX6_fixed
GSE17538,ferroptosis,SMG9,True,True,OX6_fixed
GSE17538,ferroptosis,SMPD1,True,True,OX6_fixed
GSE17538,ferroptosis,SMURF2,True,True,OX6_fixed
GSE17538,ferroptosis,SMYD2,True,True,OX6_fixed
GSE17538,ferroptosis,SNAI2,True,True,OX6_fixed
GSE17538,ferroptosis,SNAI3-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,SNAP25,True,True,OX6_fixed
GSE17538,ferroptosis,SNCA,True,True,OX6_fixed
GSE17538,ferroptosis,SND1,True,True,OX6_fixed
GSE17538,ferroptosis,SNHG1,True,True,OX6_fixed
GSE17538,ferroptosis,SNHG14,False,False,OX6_fixed
GSE17538,ferroptosis,SNHG4,True,True,OX6_fixed
GSE17538,ferroptosis,SNHG7,True,True,OX6_fixed
GSE17538,ferroptosis,SNORA16A,True,True,OX6_fixed
GSE17538,ferroptosis,SNORA56,True,True,OX6_fixed
GSE17538,ferroptosis,SNORA71A,True,True,OX6_fixed
GSE17538,ferroptosis,SNORD3A,True,True,OX6_fixed
GSE17538,ferroptosis,SNRPB,True,True,OX6_fixed
GSE17538,ferroptosis,SNX3,True,True,OX6_fixed
GSE17538,ferroptosis,SNX4,True,True,OX6_fixed
GSE17538,ferroptosis,SNX5,True,True,OX6_fixed
GSE17538,ferroptosis,SOCS1,True,True,OX6_fixed
GSE17538,ferroptosis,SOCS2,True,True,OX6_fixed
GSE17538,ferroptosis,SOD1,True,True,OX6_fixed
GSE17538,ferroptosis,SOD2,True,True,OX6_fixed
GSE17538,ferroptosis,SOX10,True,True,OX6_fixed
GSE17538,ferroptosis,SOX13,True,True,OX6_fixed
GSE17538,ferroptosis,SOX15,True,True,OX6_fixed
GSE17538,ferroptosis,SOX2,True,True,OX6_fixed
GSE17538,ferroptosis,SOX4,True,True,OX6_fixed
GSE17538,ferroptosis,SOX8,True,True,OX6_fixed
GSE17538,ferroptosis,SOX9,True,True,OX6_fixed
GSE17538,ferroptosis,SP1,True,True,OX6_fixed
GSE17538,ferroptosis,SPATA2,True,True,OX6_fixed
GSE17538,ferroptosis,SPC25,True,True,OX6_fixed
GSE17538,ferroptosis,SPDYA,True,True,OX6_fixed
GSE17538,ferroptosis,SPHK1,True,True,OX6_fixed
GSE17538,ferroptosis,SPI1,True,True,OX6_fixed
GSE17538,ferroptosis,SPINK4,True,True,OX6_fixed
GSE17538,ferroptosis,SPOP,True,True,OX6_fixed
GSE17538,ferroptosis,SPTBN2,True,True,OX6_fixed
GSE17538,ferroptosis,SQLE,True,True,OX6_fixed
GSE17538,ferroptosis,SQOR,False,False,OX6_fixed
GSE17538,ferroptosis,SQSTM1,True,True,OX6_fixed
GSE17538,ferroptosis,SRC,True,True,OX6_fixed
GSE17538,ferroptosis,SREBF1,True,True,OX6_fixed
GSE17538,ferroptosis,SREBF2,True,True,OX6_fixed
GSE17538,ferroptosis,SREBP1,False,False,OX6_fixed
GSE17538,ferroptosis,SRSF1,True,True,OX6_fixed
GSE17538,ferroptosis,SRSF9,True,True,OX6_fixed
GSE17538,ferroptosis,SRXN1,True,True,OX6_fixed
GSE17538,ferroptosis,SSBP1,True,True,OX6_fixed
GSE17538,ferroptosis,STARD7,True,True,OX6_fixed
GSE17538,ferroptosis,STAT3,True,True,OX6_fixed
GSE17538,ferroptosis,STAT5B,True,True,OX6_fixed
GSE17538,ferroptosis,STAT6,True,True,OX6_fixed
GSE17538,ferroptosis,STC1,True,True,OX6_fixed
GSE17538,ferroptosis,STC2,True,True,OX6_fixed
GSE17538,ferroptosis,STEAP1,True,True,OX6_fixed
GSE17538,ferroptosis,STEAP3,True,True,OX6_fixed
GSE17538,ferroptosis,STIM1,True,True,OX6_fixed
GSE17538,ferroptosis,STING,False,False,OX6_fixed
GSE17538,ferroptosis,STING1,False,False,OX6_fixed
GSE17538,ferroptosis,STK11,True,True,OX6_fixed
GSE17538,ferroptosis,STMN1,True,True,OX6_fixed
GSE17538,ferroptosis,STUB1,True,True,OX6_fixed
GSE17538,ferroptosis,SUFU,True,True,OX6_fixed
GSE17538,ferroptosis,SUV39H1,True,True,OX6_fixed
GSE17538,ferroptosis,SYNPR-AS1,True,True,OX6_fixed
GSE17538,ferroptosis,SYVN1,True,True,OX6_fixed
GSE17538,ferroptosis,Sestrin2,False,False,OX6_fixed
GSE17538,ferroptosis,Sig-1R,False,False,OX6_fixed
GSE17538,ferroptosis,TAFAZZIN,False,False,OX6_fixed
GSE17538,ferroptosis,TBK1,True,True,OX6_fixed
GSE17538,ferroptosis,TBX1,True,True,OX6_fixed
GSE17538,ferroptosis,TBX2,True,True,OX6_fixed
GSE17538,ferroptosis,TBX5,True,True,OX6_fixed
GSE17538,ferroptosis,TCF12,True,True,OX6_fixed
GSE17538,ferroptosis,TCF4,True,True,OX6_fixed
GSE17538,ferroptosis,TCL6,True,True,OX6_fixed
GSE17538,ferroptosis,TCP1,True,True,OX6_fixed
GSE17538,ferroptosis,TEAD1,True,True,OX6_fixed
GSE17538,ferroptosis,TERF2,True,True,OX6_fixed
