file,sheet,row,values
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1,Oxeiptosis-related genes | lncRNA | Correlation | P-value | Regulation
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,684,KEAP1 | AC016027.3 | -0.201976713308587 | 8.18650348175247e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,685,KEAP1 | SEMA6A-AS1 | -0.214265944010869 | 2.86319476881886e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,686,KEAP1 | AC023906.5 | -0.278953060570935 | 3.9451424936458e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,689,KEAP1 | AL591895.1 | -0.210050835072075 | 4.13388290724277e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,691,KEAP1 | AL136531.1 | -0.226836841113946 | 9.16591814108453e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,693,KEAP1 | AC055822.1 | -0.210850079529856 | 3.85795004184163e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,694,KEAP1 | AL356481.1 | -0.20928120011982 | 4.41713810538222e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,696,KEAP1 | AC079313.1 | -0.22888422936721 | 7.56642533542843e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,698,KEAP1 | AC007285.2 | -0.24555090118506 | 1.48618057206215e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,699,KEAP1 | AC018462.1 | -0.254078606410787 | 6.16932996993799e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,701,KEAP1 | AC012313.1 | 0.272752210433994 | 8.03797508988196e-08 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,702,KEAP1 | AL391097.2 | -0.203190371639315 | 7.39993601871581e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,708,KEAP1 | AC025917.1 | -0.236906166815723 | 3.50862054665599e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,709,KEAP1 | AC004832.5 | -0.234398877603874 | 4.47435369229047e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,712,KEAP1 | LINC01355 | -0.322583827947224 | 1.57646630997356e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,713,KEAP1 | AC005546.1 | -0.230796380960466 | 6.31557069006606e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,714,KEAP1 | AC011511.3 | 0.202546608093805 | 7.8078325909726e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,715,KEAP1 | AC079907.1 | -0.244495002474715 | 1.65344963753328e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,717,KEAP1 | AC068888.1 | -0.254526608102396 | 5.88565793704679e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,718,KEAP1 | AC131934.1 | -0.218723912591579 | 1.92616358852378e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,720,KEAP1 | AP003170.3 | -0.24015529332987 | 2.55012093592797e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,722,KEAP1 | AC078777.1 | -0.28753062069422 | 1.43144370277409e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,723,KEAP1 | AC127024.4 | -0.270068426148933 | 1.08780648317348e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,724,KEAP1 | KIRREL1-IT1 | -0.267504048666176 | 1.44804613639539e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,733,KEAP1 | AC103769.1 | -0.294231431634086 | 6.32980543901433e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,734,KEAP1 | AL450384.1 | -0.21066622629799 | 3.91983725782877e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,736,KEAP1 | AC130324.1 | -0.21882440093506 | 1.90884787781457e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,739,KEAP1 | AC073046.1 | 0.369948747825789 | 1.31700959349936e-13 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,740,KEAP1 | AC092903.2 | -0.246056302728995 | 1.41197352605084e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,741,KEAP1 | AL360091.1 | -0.203025855315535 | 7.50222255494891e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,742,KEAP1 | AL158196.1 | -0.215882607942596 | 2.48216704685828e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,743,KEAP1 | AC024361.1 | -0.252732215195046 | 7.10304363669679e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,745,KEAP1 | AC008937.2 | -0.251570800277098 | 8.01610869527816e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,747,KEAP1 | AL158207.2 | -0.202842151856627 | 7.61801166622202e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,749,KEAP1 | AL138756.1 | -0.219447010975175 | 1.80481026622373e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,750,KEAP1 | AGAP2-AS1 | 0.224848666669946 | 1.10234940336628e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,751,KEAP1 | AC103810.5 | -0.229244945295351 | 7.31370938137914e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,754,KEAP1 | LINC-PINT | -0.251693157483525 | 7.91485106577471e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,755,KEAP1 | AL117379.1 | -0.245531398366115 | 1.48911768483915e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,757,KEAP1 | MALAT1 | -0.334506350935332 | 2.95990909986076e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,759,KEAP1 | AL139384.2 | 0.347359807067075 | 4.49059683755069e-12 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,760,KEAP1 | AC093227.1 | -0.250042219546847 | 9.39061046257083e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,761,KEAP1 | AC012313.3 | -0.264011231522925 | 2.12772366798243e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,762,KEAP1 | AC087741.1 | -0.232914552325322 | 5.16052162642088e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,764,KEAP1 | AL583856.2 | -0.226884382095268 | 9.12537591218612e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,769,KEAP1 | AL035530.2 | -0.248074131960175 | 1.14955925636319e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,772,KEAP1 | AC058791.1 | -0.235067166508927 | 4.19468583677535e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,776,KEAP1 | SH3BP5-AS1 | -0.228204227201472 | 8.06561572710034e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,781,KEAP1 | AC109587.1 | -0.343767548801382 | 7.6735065444236e-12 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,784,KEAP1 | AD001527.1 | -0.322161237955669 | 1.6705345201503e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,786,KEAP1 | AL606489.1 | 0.30976014738789 | 8.79504696524633e-10 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,792,KEAP1 | AC010976.2 | -0.299665301357109 | 3.21515347145567e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,794,KEAP1 | AC005674.2 | -0.214336002542302 | 2.84559408406899e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,795,KEAP1 | AC144548.1 | -0.211578633970318 | 3.62167529834251e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,796,KEAP1 | AP003467.1 | -0.287435741475874 | 1.44785835275069e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,798,KEAP1 | Z99127.1 | -0.222901327564345 | 1.31861656178099e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,801,KEAP1 | AL139407.1 | -0.285692375898199 | 1.78396744986825e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,802,KEAP1 | AC006141.1 | -0.318775079642917 | 2.6493320701728e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,803,KEAP1 | AL117209.1 | -0.268449311410305 | 1.30358671400097e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,804,KEAP1 | AC009996.1 | -0.305649356321046 | 1.49997733735979e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,807,KEAP1 | EXOC3-AS1 | 0.256170918420713 | 4.94803293240586e-07 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,808,KEAP1 | AC092620.2 | -0.242994982681945 | 1.92234663202853e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,809,KEAP1 | AC018607.1 | -0.207628261311097 | 5.08864744123913e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,810,KEAP1 | AC090739.1 | -0.277012228985027 | 4.93889071932111e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,811,KEAP1 | AC016876.2 | -0.209828496126462 | 4.21389791281644e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,812,KEAP1 | AP000866.6 | -0.302658062699621 | 2.20061269019052e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,814,KEAP1 | AC003102.1 | -0.209646710175146 | 4.28040389980032e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,815,KEAP1 | AC016590.3 | -0.204634795457861 | 6.55659715933913e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,816,KEAP1 | AL121652.1 | -0.229364108293457 | 7.23200574589124e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,817,KEAP1 | TBILA | -0.241573962856707 | 2.2153173720376e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,821,KEAP1 | AC055764.1 | -0.22766903579446 | 8.48039109065347e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,826,KEAP1 | AL512770.1 | -0.273436033434043 | 7.4376696701874e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,828,KEAP1 | AL590093.1 | -0.218511705484403 | 1.9632209786226e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,829,KEAP1 | AL121989.1 | -0.292522550597588 | 7.80987760636965e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,834,KEAP1 | AC010761.3 | -0.286491562124036 | 1.62144931683821e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,835,KEAP1 | AC022306.2 | -0.286589797566074 | 1.60248981712671e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,838,KEAP1 | AC138811.1 | -0.20068015919054 | 9.11339039862737e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,841,KEAP1 | HCG25 | -0.203549603286593 | 7.18113477698727e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,843,KEAP1 | LINC02361 | 0.288037996676113 | 1.34667512948229e-08 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,846,KEAP1 | AC011481.2 | -0.224054069305301 | 1.1861728359023e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,848,KEAP1 | AC103706.1 | -0.23998274970748 | 2.59399604650039e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,849,KEAP1 | AC092368.3 | 0.216295763058137 | 2.39279775761253e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,852,KEAP1 | AC018809.1 | -0.282508900825737 | 2.60223060939626e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,853,KEAP1 | AL121917.1 | -0.2102290303169 | 4.07079302321818e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,860,KEAP1 | AL359715.1 | -0.215663638932798 | 2.53080520482246e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,862,KEAP1 | FAM198B-AS1 | -0.217935619553022 | 2.06726171277381e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,864,KEAP1 | BACH1-IT1 | -0.333199060907136 | 3.56840172756312e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,867,KEAP1 | AC008026.3 | -0.259298643504935 | 3.54523680431003e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,870,KEAP1 | AC124312.5 | -0.214388666333166 | 2.83243094910059e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,873,KEAP1 | AC005086.2 | -0.296647396356171 | 4.69189169364076e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,876,KEAP1 | AC025265.1 | -0.208175141623403 | 4.85647616514499e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,877,KEAP1 | HMBOX1-IT1 | -0.302575661736579 | 2.22383402068499e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,878,KEAP1 | AC084083.1 | -0.238580238531969 | 2.97839885524018e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,880,KEAP1 | HOTAIRM1 | -0.220843245188301 | 1.59072056382499e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,883,KEAP1 | AL031768.1 | -0.214558364421135 | 2.79040659067701e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,885,KEAP1 | AL442125.1 | -0.258534270020696 | 3.8477212988674e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,889,KEAP1 | AL137186.2 | -0.284416952590766 | 2.07645152749663e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,891,KEAP1 | RUSC1-AS1 | -0.255074470934222 | 5.55575271906683e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,894,KEAP1 | MAGI2-AS3 | -0.242059318962933 | 2.11075259823838e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,897,KEAP1 | AL353804.2 | -0.204655497896352 | 6.54519602470647e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,898,KEAP1 | AC127024.5 | -0.291822952569369 | 8.50802859904978e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,901,KEAP1 | AC005921.3 | -0.206340752455872 | 5.67728599529782e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,903,KEAP1 | ILF3-DT | 0.20210743080323 | 8.09814947666792e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,904,KEAP1 | AC100793.2 | -0.227817630937269 | 8.36323711944029e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,910,KEAP1 | LIX1L-AS1 | -0.220055720260727 | 1.7083134678663e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,912,KEAP1 | AC114980.1 | -0.320490966006871 | 2.09874467249384e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,918,KEAP1 | AL450326.1 | 0.279541518885829 | 3.68409967629086e-08 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,921,KEAP1 | AC026474.1 | -0.221319312515508 | 1.5234056740368e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,923,KEAP1 | AC108727.1 | -0.28638872956254 | 1.6415284594174e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,925,KEAP1 | AC007496.2 | -0.29546286673694 | 5.43573045915379e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,928,KEAP1 | AC006547.1 | -0.257546615451994 | 4.27544983342401e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,931,KEAP1 | AC048341.1 | -0.271959213170813 | 8.79269848148127e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,937,KEAP1 | AC015802.5 | -0.223183119851796 | 1.28500003318345e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,939,KEAP1 | AC090186.1 | -0.221669475209699 | 1.47562946968038e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,941,KEAP1 | AL391244.2 | 0.277072680124479 | 4.90458063231889e-08 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,942,KEAP1 | AL158825.2 | -0.249156785081578 | 1.02873283268287e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,944,KEAP1 | AC116914.2 | -0.24155448815181 | 2.21961469891757e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,946,KEAP1 | AC004918.1 | -0.23331668671487 | 4.96531366319958e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,951,KEAP1 | AC137630.1 | 0.205289990871263 | 6.20469980026133e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,952,KEAP1 | AL033384.2 | -0.280673951149157 | 3.22790298121515e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,954,KEAP1 | AL731577.1 | -0.261526056110787 | 2.78857164707082e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,958,KEAP1 | AC016747.3 | -0.332203310930357 | 4.11208614219331e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,961,KEAP1 | AC004825.2 | -0.205360716377099 | 6.16779762864253e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,964,KEAP1 | AC007496.1 | -0.241375268942214 | 2.25953763010602e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,968,KEAP1 | AC008750.5 | -0.2194377528766 | 1.80631709839646e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,970,KEAP1 | AP003486.1 | -0.206065215085369 | 5.81134044407995e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,972,KEAP1 | AC092143.3 | -0.222413511524651 | 1.37879475660341e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,976,KEAP1 | AC087284.1 | -0.275016887146534 | 6.21085561972416e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,977,KEAP1 | AC002064.2 | -0.231878059065768 | 5.69797862134505e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,978,KEAP1 | SLC16A1-AS1 | -0.217149205051172 | 2.21775263078631e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,980,KEAP1 | AL020997.3 | -0.308587586772235 | 1.02502892510286e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,982,KEAP1 | AL355488.1 | -0.287977734587254 | 1.356483160646e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,984,KEAP1 | AC095057.3 | -0.325560141154716 | 1.04543177174743e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,985,KEAP1 | AC019131.2 | -0.230460976614922 | 6.51968762320832e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,987,KEAP1 | CDC42-IT1 | -0.240347802055699 | 2.50200647374837e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,988,KEAP1 | AC106772.2 | 0.201812547358241 | 8.29875149934374e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,989,KEAP1 | UBE2R2-AS1 | -0.326192001058603 | 9.57576253036024e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,991,KEAP1 | AC100830.2 | -0.20232567192103 | 7.95263446123052e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,993,KEAP1 | AC008147.2 | -0.207405616620406 | 5.18613707752559e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,995,KEAP1 | AC011978.2 | -0.219609114841477 | 1.77861900990632e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,996,KEAP1 | ARHGAP27P1-BPTFP1-KPNA2P3 | -0.240476926010162 | 2.4702216458625e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,997,KEAP1 | AC113139.1 | -0.291875937250462 | 8.45310472204653e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,999,KEAP1 | AC008731.1 | -0.33057653027109 | 5.17849496330412e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1010,KEAP1 | AP000240.1 | -0.325150985002403 | 1.10645699148361e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1012,KEAP1 | AL590666.1 | -0.203135668517107 | 7.4338005173758e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1014,KEAP1 | SAP30L-AS1 | -0.227725362627848 | 8.4357997574554e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1015,KEAP1 | AL807757.2 | -0.358505770449003 | 8.15054908368988e-13 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1016,KEAP1 | AC135803.1 | -0.242762878089268 | 1.96752306507407e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1017,KEAP1 | AC044840.1 | -0.286897452700927 | 1.54448944964242e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1020,KEAP1 | LINC00641 | -0.294805462071785 | 5.89660357010144e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1024,KEAP1 | AL161729.3 | -0.222426748922391 | 1.37712786772245e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1026,KEAP1 | AC211433.1 | -0.201950856795383 | 8.20408746360604e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1028,KEAP1 | AC067852.2 | 0.461829227444776 | 3.28824928188947e-21 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1030,KEAP1 | AC005899.7 | -0.225339421917576 | 1.05342579742792e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1032,KEAP1 | Z97989.1 | -0.256005415799319 | 5.03548666197113e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1036,KEAP1 | RAET1E-AS1 | 0.383298811992955 | 1.43072313825382e-14 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1037,KEAP1 | AC116913.1 | -0.202294518598916 | 7.97325463008715e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1039,KEAP1 | AC022400.1 | -0.284191122420861 | 2.13285840585097e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1040,KEAP1 | AC012213.3 | -0.226134199233747 | 9.78547421157261e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1042,KEAP1 | AC087286.4 | -0.235490161060767 | 4.02637744145331e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1046,KEAP1 | AP001453.3 | 0.250525478901386 | 8.93332095179142e-07 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1047,KEAP1 | AL022328.2 | -0.200730319506551 | 9.07576688059329e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1048,KEAP1 | AL138921.2 | -0.239854121701835 | 2.62717262783268e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1049,KEAP1 | AL031775.1 | -0.213436696148286 | 3.07951029035324e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1052,KEAP1 | AC079601.2 | -0.261162969036473 | 2.90030224725888e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1053,KEAP1 | AC092119.2 | -0.259936722772157 | 3.31036215469668e-07 | negative
