file,sheet,row,values
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1,Oxeiptosis-related genes | lncRNA | Correlation | P-value | Regulation
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1440,KEAP1 | AC079174.1 | -0.216089938872365 | 2.43693132594727e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1441,KEAP1 | AC034229.4 | -0.204252132522105 | 6.7707360124465e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1442,KEAP1 | AC015914.1 | -0.236999149753236 | 3.47694645346812e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1444,KEAP1 | CFLAR-AS1 | -0.251788824367962 | 7.83653711261878e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1446,KEAP1 | AC027228.1 | -0.226354996063385 | 9.5866169753744e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1447,KEAP1 | PSPC1-AS2 | -0.28081709789302 | 3.17427828828947e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1448,KEAP1 | AL390208.1 | -0.230262688728597 | 6.64330015479144e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1450,KEAP1 | AL136295.7 | -0.334792280139392 | 2.84098016914988e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1451,KEAP1 | AC018557.2 | -0.250630519007103 | 8.83679030242509e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1453,KEAP1 | AL590666.2 | 0.348821460704479 | 3.60388526095431e-12 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1454,KEAP1 | AC027544.2 | -0.259276019606157 | 3.55385190801097e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1456,KEAP1 | CCDC18-AS1 | -0.291598105989518 | 8.74497348487129e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1457,KEAP1 | EFCAB14-AS1 | -0.260800184407477 | 3.01623339550705e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1458,KEAP1 | HID1-AS1 | -0.202462149594299 | 7.86289118353121e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1460,KEAP1 | AC090517.2 | -0.22419777386883 | 1.17057757395049e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1462,KEAP1 | AL096701.3 | -0.230752999512825 | 6.34162420719055e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1464,KEAP1 | AC073487.1 | -0.279215758430923 | 3.8264735233264e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1466,KEAP1 | AC139768.1 | -0.247266383230412 | 1.24844450505288e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1468,KEAP1 | AC010326.3 | -0.214517221356865 | 2.80054077676872e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1470,KEAP1 | AL158163.2 | -0.252055651967628 | 7.62201765703669e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1473,KEAP1 | AC104564.1 | -0.261951884486369 | 2.66280595680244e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1476,KEAP1 | AC011479.3 | -0.231674219158068 | 5.8097756942457e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1478,KEAP1 | AC011899.2 | 0.220596864665436 | 1.62665777669442e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1483,KEAP1 | FAM13A-AS1 | -0.302943705046137 | 2.12192320989227e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1484,KEAP1 | AL031775.2 | -0.203634401316348 | 7.13038256721351e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1485,KEAP1 | AL137058.2 | 0.229653217267115 | 7.03737719325042e-06 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1486,KEAP1 | AP005899.1 | -0.227077149854435 | 8.96272856675245e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1487,KEAP1 | AC084357.2 | -0.229084246836385 | 7.42528473378484e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1488,KEAP1 | AL021707.6 | -0.310988686437219 | 7.48601908034813e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1491,KEAP1 | AC120349.1 | -0.325979894096401 | 9.86234867136629e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1496,KEAP1 | AC124016.2 | -0.218190658751354 | 2.02057275180772e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1498,KEAP1 | AC016405.1 | -0.264357004000723 | 2.04869006530443e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1500,KEAP1 | AC068790.2 | -0.291419902270445 | 8.93729235732554e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1502,KEAP1 | AC009120.3 | -0.232583075719975 | 5.32691192266645e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1504,KEAP1 | UBL7-AS1 | 0.249248320177219 | 1.01909530609009e-06 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1509,KEAP1 | AC124312.2 | -0.220026460646198 | 1.71283763577749e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1519,KEAP1 | NDUFV2-AS1 | -0.229729679916313 | 6.98674283527174e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1521,KEAP1 | AC010201.1 | -0.208756858217562 | 4.62051188515629e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1523,KEAP1 | AC004982.1 | -0.25114072322647 | 8.38197467538798e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1524,KEAP1 | AC040904.1 | -0.217097322544839 | 2.22803775751744e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1525,KEAP1 | AC012065.3 | -0.21660674631061 | 2.32754970969464e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1528,KEAP1 | AC002550.2 | -0.243627791446619 | 1.8041641167069e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1531,KEAP1 | AC136604.2 | -0.261458459105486 | 2.80905425846218e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1533,KEAP1 | FP236383.3 | 0.272166796289408 | 8.58878209889092e-08 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1536,KEAP1 | AC107993.1 | -0.368706675031732 | 1.61081159898089e-13 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1537,KEAP1 | AL158063.1 | -0.200667520186537 | 9.12289359476067e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1538,KEAP1 | AC087501.2 | -0.251514596610531 | 8.06303588026253e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1540,KEAP1 | AC010761.1 | -0.249830412281117 | 9.59803468325167e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1542,KEAP1 | AC079354.2 | -0.283214092101687 | 2.39443583921e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1545,KEAP1 | AC009686.1 | -0.203535847380625 | 7.18939979470778e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1548,KEAP1 | AL138787.2 | -0.227600699546601 | 8.53479096625861e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1549,KEAP1 | AP000692.1 | -0.314480569779687 | 4.71585534027672e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1550,KEAP1 | AP003392.1 | -0.213348539622329 | 3.10339506857375e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1555,KEAP1 | BTBD9-AS1 | -0.298434233812694 | 3.75309561833892e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1556,KEAP1 | PTPRJ-AS1 | -0.249290609460333 | 1.01467204926372e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1560,KEAP1 | AC016550.2 | -0.219945062976882 | 1.72548336676771e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1561,KEAP1 | AC010809.2 | -0.27050733151316 | 1.03552143893087e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1563,KEAP1 | Z69706.1 | -0.210507218993284 | 3.97411666702072e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1564,KEAP1 | AL354766.2 | 0.361661808568358 | 4.96597440189682e-13 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1565,KEAP1 | AC084824.5 | -0.322597184921437 | 1.573578719238e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1568,KEAP1 | AC073333.1 | -0.223132544255957 | 1.29097288055522e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1569,KEAP1 | AC016957.2 | -0.250722124529429 | 8.75342319928472e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1573,KEAP1 | AL161909.2 | -0.22183174463441 | 1.45397515075529e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1575,KEAP1 | HOXB-AS1 | -0.23963803610572 | 2.68382176676711e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1578,KEAP1 | AC134407.1 | -0.31456454070017 | 4.66339403177666e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1580,KEAP1 | AP000873.4 | -0.285237621787497 | 1.88336280783275e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1583,KEAP1 | AC131571.1 | -0.26705792796589 | 1.5214671960028e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1585,KEAP1 | AC005586.1 | 0.301654153333576 | 2.50026934326207e-09 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1589,KEAP1 | AC127024.3 | -0.230273926335966 | 6.63623535675102e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1590,KEAP1 | AC026367.2 | -0.219800020523056 | 1.74823669142876e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1591,KEAP1 | AL354836.1 | -0.257990217061615 | 4.0779695619686e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1592,KEAP1 | AL133243.2 | -0.240039776646713 | 2.57941577039503e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1594,KEAP1 | AC005740.3 | -0.246919627807656 | 1.29334994139616e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1596,KEAP1 | AC007619.1 | -0.293348279475087 | 7.05709115142834e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1598,KEAP1 | AC004594.1 | -0.259480933750579 | 3.47655011171916e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1599,KEAP1 | AC107982.2 | -0.239311587106198 | 2.77162340690921e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1605,KEAP1 | AC005072.1 | -0.319698654947825 | 2.33753278163232e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1606,KEAP1 | AC079848.1 | 0.203034499856606 | 7.49681490861813e-05 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1607,KEAP1 | FMR1-IT1 | -0.240843432396715 | 2.38209268487694e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1608,KEAP1 | AC109992.2 | -0.255873094038901 | 5.10647326459681e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1609,KEAP1 | AL356481.2 | -0.21113677318099 | 3.76328549406757e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1611,KEAP1 | AC025430.1 | -0.30171077459825 | 2.48236356379471e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1614,KEAP1 | AC139149.1 | 0.235868662910417 | 3.88125438681269e-06 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1615,KEAP1 | AL033397.2 | -0.220255895073647 | 1.67766497347019e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1616,KEAP1 | AC004540.2 | 0.312384317031105 | 6.22806562407475e-10 | postive
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1620,KEAP1 | AL132989.1 | -0.312725887406914 | 5.95299066250203e-10 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1621,KEAP1 | AL031670.1 | -0.239319423174004 | 2.76948402874452e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1625,KEAP1 | AC067817.2 | -0.300878771001143 | 2.75844485178814e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1627,KEAP1 | N4BP2L2-IT2 | -0.282450009064038 | 2.62035157066482e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1630,KEAP1 | REV3L-IT1 | -0.272412423315215 | 8.35338168117294e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1635,KEAP1 | AC021851.1 | -0.275073960855371 | 6.17043507918491e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1636,KEAP1 | THUMPD3-AS1 | -0.332840347670889 | 3.75565971012848e-11 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1638,KEAP1 | AC120053.1 | -0.305726371166602 | 1.48516275298654e-09 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1643,KEAP1 | IGF2BP2-AS1 | -0.230148852557033 | 6.71527118644788e-06 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1645,KEAP1 | AC114939.1 | -0.219150700603407 | 1.85363392910764e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1647,KEAP1 | LIMS1-AS1 | -0.276936193212182 | 4.98237524843645e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1648,KEAP1 | AL360270.1 | -0.211276158401183 | 3.71805880732804e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1649,KEAP1 | AC020915.2 | -0.223143802500821 | 1.28964103262804e-05 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1651,KEAP1 | AC005261.3 | -0.260497131520956 | 3.11648093346706e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1652,KEAP1 | AL513477.2 | -0.263010850034602 | 2.37325696148944e-07 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1653,KEAP1 | AC103691.1 | -0.274981994468374 | 6.23569291248257e-08 | negative
results\c1_sources\extracted\GC_SEED\medi-103-e37189-s001.xlsx,corResult,1655,KEAP1 | AC005070.3 | -0.277486565016514 | 4.67577820843313e-08 | negative
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,1,Supplementary Table 1. A list of lncRNAs significantly associated with oxeiptosis genes. |  |  |  |  |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,2,Oxeiptosis-related genes | lncRNA | Correlation | P-value | Regulation |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,4,KEAP1 | AL606834.2 | -0.25000010384578 | 2.43133153056406e-09 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,6,KEAP1 | AC019069.1 | 0.277644612158134 | 2.90261271345661e-11 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,9,KEAP1 | AC017104.1 | 0.262439791199146 | 3.5316225745276e-10 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,11,KEAP1 | MIR34AHG | -0.221692372586876 | 1.34965097077693e-07 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,13,KEAP1 | OIP5-AS1 | -0.227456687656905 | 6.20784852720407e-08 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,16,KEAP1 | MAN1B1-DT | 0.23088948161993 | 3.87054305121518e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,20,KEAP1 | AC019186.1 | -0.23931822883141 | 1.17551159218488e-08 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,23,KEAP1 | AC125807.2 | 0.270027965897198 | 1.03489353353156e-10 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,28,KEAP1 | AL354696.1 | -0.260593828001852 | 4.73283098953293e-10 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,29,KEAP1 | AC009802.1 | 0.253288064070358 | 1.47466877584844e-09 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,30,KEAP1 | AC020910.5 | 0.261891114649557 | 3.85362324756028e-10 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,31,KEAP1 | AC093249.2 | 0.221180240255433 | 1.44461024215441e-07 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,35,KEAP1 | AC005696.1 | 0.239219180805444 | 1.19240326086632e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,37,KEAP1 | AC025871.2 | -0.222488842933651 | 1.21382569974383e-07 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,41,KEAP1 | AL590822.3 | 0.227227979748192 | 6.40465474232393e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,42,KEAP1 | LINC01936 | 0.231153191076434 | 3.73144380748755e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,48,KEAP1 | AC067930.2 | 0.201523915499061 | 1.7378410148139e-06 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,51,KEAP1 | AC005332.3 | -0.268634945417494 | 1.3002266515631e-10 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,54,KEAP1 | AC093788.1 | -0.25287200692474 | 1.57160245511569e-09 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,55,KEAP1 | LINC00205 | 0.200870017792488 | 1.88012373872243e-06 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,57,KEAP1 | BRWD1-AS2 | 0.227395162060091 | 6.2602099093952e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,59,KEAP1 | AF127577.4 | -0.228669746398644 | 5.25785649248986e-08 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,65,KEAP1 | AL590560.3 | 0.263262154995829 | 3.09751373564128e-10 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,66,KEAP1 | CBR3-AS1 | -0.242489547130162 | 7.419724279997e-09 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,71,KEAP1 | AC073534.2 | -0.224762925246937 | 8.9471244237807e-08 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,78,KEAP1 | AC011461.1 | 0.23393733665863 | 2.52868630050418e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,79,KEAP1 | AC011978.2 | -0.207797789869027 | 8.06086212934589e-07 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,83,KEAP1 | AC025175.1 | -0.25089909796966 | 2.12215276341045e-09 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,87,KEAP1 | AC006042.1 | -0.211340134537959 | 5.16901138566957e-07 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,90,KEAP1 | LINC02649 | -0.212448498461425 | 4.49098832240413e-07 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,92,KEAP1 | AL596442.1 | 0.245949376679939 | 4.45813129682892e-09 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,94,KEAP1 | URB1-AS1 | 0.231158700421487 | 3.72858997939419e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,98,KEAP1 | AP001318.2 | -0.227968110090355 | 5.78867784979253e-08 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,108,KEAP1 | AC007240.3 | 0.25625560167263 | 9.33378279007596e-10 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,112,KEAP1 | SRP14-AS1 | -0.200838674908061 | 1.88721670693651e-06 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,119,KEAP1 | LINC00526 | 0.288353658555002 | 4.54158021634632e-12 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,122,KEAP1 | LINC00471 | 0.38994472530105 | 1.46122607914122e-21 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,133,KEAP1 | AC008280.2 | -0.22304244178142 | 1.12729274058853e-07 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,134,KEAP1 | LINC02600 | 0.204095593557429 | 1.27206685257531e-06 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,136,KEAP1 | HCG15 | 0.268626120422561 | 1.30210261060686e-10 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,140,KEAP1 | Z98745.2 | 0.214792872402356 | 3.32733884319529e-07 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,147,KEAP1 | AC006230.1 | -0.255533157756634 | 1.04387334308082e-09 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,152,KEAP1 | AL139289.1 | 0.220415181482729 | 1.59856857869228e-07 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,153,KEAP1 | LLPH-DT | 0.263979732790014 | 2.76152963818801e-10 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,154,KEAP1 | AL118506.1 | 0.202289638612276 | 1.58433260572057e-06 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,164,KEAP1 | LINC02656 | -0.228879316085272 | 5.10865091235245e-08 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,165,KEAP1 | AL589765.4 | 0.224019342610543 | 9.88904327537211e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,166,KEAP1 | AC116447.1 | 0.270923255289693 | 8.93075753969047e-11 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,167,KEAP1 | AC107068.1 | -0.209605001217751 | 6.43202734828582e-07 | negative |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,170,KEAP1 | AL359091.3 | 0.342087632548475 | 1.18253242716983e-16 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,179,KEAP1 | TSPEAR-AS1 | 0.23000320175684 | 4.37574558444012e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,180,KEAP1 | AC093627.5 | 0.229466648690746 | 4.7119754480626e-08 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,182,KEAP1 | LINC01842 | 0.20052527889639 | 1.95956328742026e-06 | postive |  |  |  |  | 
results\c1_sources\extracted\UCEC_SEED\aging-15-204726-s001.xlsx,corResult,184,KEAP1 | AP002026.1 | -0.202905783011544 | 1.47033574551788e-06 | negative |  |  |  |  | 
